id	symbol	display_name	current_category	proposed_category	evidence	rationale
229	ABILITY_GRASSY_SURGE	Grassy Surge	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3424, src/battle_ai_util.c:1972	Pinned description: Field becomes grassy. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
230	ABILITY_FULL_METAL_BODY	Full Metal Body	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:11800, src/battle_ai_util.c:2377	Pinned description: Prevents stat reduction. Pinned battle_script_commands.c prevents or reflects a stat-stage decrease; the resulting live stat stages are read before the direct hit. No current-hit damage modifier is applied by this ability.
231	ABILITY_SHADOW_SHIELD	Shadow Shield	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7588, src/battle_ai_util.c:3499	Pinned description: Halves damage at full HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
232	ABILITY_PRISM_ARMOR	Prism Armor	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7597	Pinned description: Weakens “supereffective”. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
233	ABILITY_NEUROFORCE	Neuroforce	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7562	Pinned description: Ups “supereffective”. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
234	ABILITY_INTREPID_SWORD	Intrepid Sword	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3488	Pinned description: Ups Attack on entry. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
235	ABILITY_DAUNTLESS_SHIELD	Dauntless Shield	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3502	Pinned description: Ups Defense on entry. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
236	ABILITY_LIBERO	Libero	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:944	Pinned description: Changes type to move's. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
237	ABILITY_BALL_FETCH	Ball Fetch	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3811, src/battle_end_turn.c:1272	Pinned description: Fetches failed Poké Ball. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
238	ABILITY_COTTON_DOWN	Cotton Down	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4231	Pinned description: Lower Speed of all when hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
239	ABILITY_PROPELLER_TAIL	Propeller Tail	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_move_resolution.c:771, src/battle_move_resolution.c:838, src/battle_ai_util.c:2161, src/battle_anim_effects_1.c:6764	Pinned description: Ignores foe's redirection. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
240	ABILITY_MIRROR_ARMOR	Mirror Armor	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4036, src/battle_script_commands.c:2467, src/battle_script_commands.c:7892	Pinned description: Reflect stat decreases. Pinned battle_script_commands.c prevents or reflects a stat-stage decrease; the resulting live stat stages are read before the direct hit. No current-hit damage modifier is applied by this ability.
241	ABILITY_GULP_MISSILE	Gulp Missile	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4416	Pinned description: If hit, spits prey from sea. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
242	ABILITY_STALWART	Stalwart	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_move_resolution.c:772, src/battle_move_resolution.c:839, src/battle_ai_util.c:2162, src/battle_anim_effects_1.c:6764	Pinned description: Ignores foe's redirection. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
243	ABILITY_STEAM_ENGINE	Steam Engine	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4240, src/battle_ai_main.c:3625, src/battle_ai_util.c:5915, src/egg_hatch.c:993	Pinned description: Fire or Water hits up Speed. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
244	ABILITY_PUNK_ROCK	Punk Rock	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6734, src/battle_util.c:7616	Pinned description: Ups and resists sound. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
245	ABILITY_SAND_SPIT	Sand Spit	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4252	Pinned description: Creates a sandstorm if hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
246	ABILITY_ICE_SCALES	Ice Scales	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7623	Pinned description: Halves special damage. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
247	ABILITY_RIPEN	Ripen	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10558, src/battle_util.c:7695, src/battle_hold_effects.c:1009, src/battle_hold_effects.c:354	Pinned description: Doubles effect of Berries. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
248	ABILITY_ICE_FACE	Ice Face	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4441, src/battle_util.c:4851, src/battle_script_commands.c:10434, src/battle_script_commands.c:1413	Pinned description: Hail or Snow renew free hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
249	ABILITY_POWER_SPOT	Power Spot	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6772, src/battle_ai_util.c:6172	Pinned description: Powers up ally moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
250	ABILITY_MIMICRY	Mimicry	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:1815, src/battle_util.c:4896, src/battle_ai_field_statuses.c:185	Pinned description: Changes type on terrain. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
251	ABILITY_SCREEN_CLEANER	Screen Cleaner	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3346	Pinned description: Removes walls of light. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
252	ABILITY_STEELY_SPIRIT	Steely Spirit	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6738, src/battle_util.c:6775	Pinned description: Boosts ally's Steel moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
253	ABILITY_PERISH_BODY	Perish Body	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4270	Pinned description: Foe faints in 3 turns if hit. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
254	ABILITY_WANDERING_SPIRIT	Wandering Spirit	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3995	Pinned description: Trade abilities on contact. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
255	ABILITY_GORILLA_TACTICS	Gorilla Tactics	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:1618, src/battle_util.c:1728, src/battle_util.c:7073, src/battle_move_resolution.c:3056	Pinned description: Ups Attack and locks move. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
256	ABILITY_NEUTRALIZING_GAS	Neutralizing Gas	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4744, src/battle_util.c:5020, src/battle_util.c:6884, src/battle_script_commands.c:13504	Pinned description: All Abilities are nullified. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
257	ABILITY_PASTEL_VEIL	Pastel Veil	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3205, src/battle_util.c:5406, src/battle_util.c:5410, src/battle_util.c:9047	Pinned description: Protects team from poison. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
258	ABILITY_HUNGER_SWITCH	Hunger Switch	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_end_turn.c:1332	Pinned description: Changes form each turn. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
259	ABILITY_QUICK_DRAW	Quick Draw	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:5470, src/battle_main.c:5480	Pinned description: Moves first occasionally. Pinned priority/contact change can alter terrain blocking, contact-dependent damage, or move outcome; no complete model is available.
260	ABILITY_UNSEEN_FIST	Unseen Fist	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5927, src/battle_move_resolution.c:2092, src/battle_ai_util.c:5191	Pinned description: Contact evades protection. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
261	ABILITY_CURIOUS_MEDICINE	Curious Medicine	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3193	Pinned description: Remove ally's stat changes. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
262	ABILITY_TRANSISTOR	Transistor	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7060	Pinned description: Ups Electric-type moves. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
263	ABILITY_DRAGONS_MAW	Dragon's Maw	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7069	Pinned description: Ups Dragon-type moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
264	ABILITY_CHILLING_NEIGH	Chilling Neigh	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4554, src/battle_util.c:4575, src/battle_ai_util.c:5843	Pinned description: KOs boost Attack stat. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
265	ABILITY_GRIM_NEIGH	Grim Neigh	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4556, src/battle_util.c:4568, src/battle_util.c:4577, src/battle_ai_util.c:5845	Pinned description: KOs boost Sp. Atk stat. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
266	ABILITY_AS_ONE_ICE_RIDER	As One	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:364, src/battle_util.c:4555, src/battle_util.c:4574, src/battle_util.c:4767	Pinned description: Unnerve and Chilling Neigh. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
267	ABILITY_AS_ONE_SHADOW_RIDER	As One	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:365, src/battle_util.c:4557, src/battle_util.c:4568, src/battle_util.c:4576	Pinned description: Unnerve and Grim Neigh. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
268	ABILITY_LINGERING_AROMA	Lingering Aroma	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3971, src/battle_util.c:3978	Pinned description: Spreads with contact. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
269	ABILITY_SEED_SOWER	Seed Sower	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4288	Pinned description: Affects terrain when hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
270	ABILITY_THERMAL_EXCHANGE	Thermal Exchange	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4297, src/battle_util.c:5452, src/battle_util.c:9080, src/battle_ai_main.c:3640	Pinned description: Fire hits up Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
271	ABILITY_ANGER_SHELL	Anger Shell	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3877	Pinned description: Gets angry at half HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
272	ABILITY_PURIFYING_SALT	Purifying Salt	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5513, src/battle_util.c:7129, src/battle_util.c:7134, src/battle_move_resolution.c:1204	Pinned description: Protected by pure salts. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
273	ABILITY_WELL_BAKED_BODY	Well-Baked Body	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2473, src/battle_ai_main.c:3663, src/battle_ai_switch.c:619, src/battle_ai_util.c:5922	Pinned description: Strengthened by Fire. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
274	ABILITY_WIND_RIDER	Wind Rider	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2477, src/battle_util.c:3516, src/battle_script_commands.c:12881, src/battle_ai_main.c:4015	Pinned description: Ups Attack if hit by wind. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
275	ABILITY_GUARD_DOG	Guard Dog	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:3114, src/battle_move_resolution.c:3305, src/battle_script_commands.c:13365, src/battle_ai_util.c:5873	Pinned description: Cannot be intimidated. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
276	ABILITY_ROCKY_PAYLOAD	Rocky Payload	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7079	Pinned description: Powers up Rock moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
277	ABILITY_WIND_POWER	Wind Power	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4309, src/battle_script_commands.c:12881, src/battle_ai_main.c:4019	Pinned description: Gets charged by wind. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
278	ABILITY_ZERO_TO_HERO	Zero To Hero	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3600, src/battle_ai_switch.c:1429, src/battle_ai_switch.c:877, src/battle_ai_switch.c:980	Pinned description: Changes form on switch out. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
279	ABILITY_COMMANDER	Commander	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4788	Pinned description: Commands from Dondozo. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
280	ABILITY_ELECTROMORPHOSIS	Electromorphosis	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4313	Pinned description: Gets Charged when hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
281	ABILITY_PROTOSYNTHESIS	Protosynthesis	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4872, src/battle_util.c:5268, src/battle_util.c:7083, src/battle_util.c:7307	Pinned description: Sun boosts best stat. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
282	ABILITY_QUARK_DRIVE	Quark Drive	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4906, src/battle_util.c:5275, src/battle_util.c:7094, src/battle_util.c:7316	Pinned description: Elec. field ups best stat. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
283	ABILITY_GOOD_AS_GOLD	Good As Gold	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:2493, src/battle_ai_main.c:2160, src/battle_ai_main.c:3056, src/battle_ai_main.c:3268	Pinned description: Avoids status moves. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
284	ABILITY_VESSEL_OF_RUIN	Vessel Of Ruin	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10740, src/battle_util.c:3553, src/battle_ai_util.c:4544, src/battle_ai_util.c:6244	Pinned description: Lowers foes' sp. damage. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
285	ABILITY_SWORD_OF_RUIN	Sword Of Ruin	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10746, src/battle_util.c:3562, src/battle_ai_util.c:4547, src/battle_ai_util.c:6242	Pinned description: Lowers foes' Defense. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
286	ABILITY_TABLETS_OF_RUIN	Tablets Of Ruin	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10743, src/battle_util.c:3571, src/battle_ai_util.c:4550, src/battle_ai_util.c:6243	Pinned description: Lowers foes' damage. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
287	ABILITY_BEADS_OF_RUIN	Beads Of Ruin	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10749, src/battle_util.c:3580, src/battle_ai_util.c:4553, src/battle_ai_util.c:6241	Pinned description: Lowers foes' Sp. Defense. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
288	ABILITY_ORICHALCUM_PULSE	Orichalcum Pulse	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3382, src/battle_util.c:7105, src/battle_ai_field_statuses.c:171, src/battle_ai_field_statuses.c:238	Pinned description: Summons sunlight in battle. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
289	ABILITY_HADRON_ENGINE	Hadron Engine	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3415, src/battle_util.c:7110, src/battle_ai_field_statuses.c:187, src/battle_ai_util.c:1970	Pinned description: Field becomes Electric. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
290	ABILITY_OPPORTUNIST	Opportunist	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4648, src/battle_script_commands.c:7990, src/battle_ai_util.c:2215	Pinned description: Copies foe's stat change. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
291	ABILITY_CUD_CHEW	Cud Chew	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3827, src/battle_end_turn.c:1269	Pinned description: Eats a used berry again. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
292	ABILITY_SHARPNESS	Sharpness	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6742	Pinned description: Strengthens slicing moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
293	ABILITY_SUPREME_OVERLORD	Supreme Overlord	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3589, src/battle_util.c:6746	Pinned description: Inherits fallen's strength. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
294	ABILITY_COSTAR	Costar	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4822	Pinned description: Copies ally's stat changes. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
295	ABILITY_TOXIC_DEBRIS	Toxic Debris	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4321	Pinned description: Throws poison spikes if hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
296	ABILITY_ARMOR_TAIL	Armor Tail	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:1397	Pinned description: Protects from priority. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
297	ABILITY_EARTH_EATER	Earth Eater	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2453, src/battle_ai_main.c:3560, src/battle_ai_main.c:3568, src/battle_ai_main.c:6585	Pinned description: Eats ground to heal HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
298	ABILITY_MYCELIUM_MIGHT	Mycelium Might	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4965, src/battle_main.c:4683, src/battle_ai_main.c:4376, src/battle_ai_main.c:4378	Pinned description: Status moves never fail. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
299	ABILITY_HOSPITALITY	Hospitality	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4809	Pinned description: Restores ally's HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
300	ABILITY_MINDS_EYE	Mind's Eye	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10451, src/battle_util.c:8268, src/battle_script_commands.c:7711, src/battle_script_commands.c:7876	Pinned description: Keen Eye and Scrappy. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
301	ABILITY_EMBODY_ASPECT_TEAL_MASK	Embody Aspect	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3609, src/battle_util.c:3624	Pinned description: Raises Speed. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
302	ABILITY_EMBODY_ASPECT_HEARTHFLAME_MASK	Embody Aspect	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3610, src/battle_util.c:3618	Pinned description: Raises Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
303	ABILITY_EMBODY_ASPECT_WELLSPRING_MASK	Embody Aspect	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3611, src/battle_util.c:3620	Pinned description: Raises Sp. Def. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
304	ABILITY_EMBODY_ASPECT_CORNERSTONE_MASK	Embody Aspect	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3612, src/battle_util.c:3622	Pinned description: Raises Defense. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
305	ABILITY_TOXIC_CHAIN	Toxic Chain	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4360, src/battle_script_commands.c:3744	Pinned description: Moves can poison. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
